"","Mo_2019_320","Mo_2019_321","Mo_2019_322","Mo_2019_323","Mo_2019_324_B","Mo_2019_325","Mo_2019_326","Mo_2019_327","Mo_2019_328","Mo_2019_329","Mo_2019_330","Mo_2019_331","Mo_2019_332","Mo_2019_333","Mo_2019_334","Mo_2019_335","Mo_2019_336","Mo_2019_337","Mo_2019_338","Mo_2019_339","Mo_2019_340","Mo_2019_341","Mo_2019_342","Mo_2019_343","Mo_2019_344","Mo_2019_345","Mo_2019_346","Mo_2019_347","Mo_2019_348","Mo_2019_349","Mo_2019_350","Mo_2019_351","Mo_2019_352","Mo_2019_353","Mo_2019_543"
"13603_289.0996_8.1087_1145_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","3.236870e+03","0.000000e+00","0.000000e+00","2.957135e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.620696e+04","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.075828e+04","0.000000e+00","2.039453e+03","2.769264e+04","0.000000e+00","0.000000e+00","0.000000e+00","5.325509e+03","1.889808e+04","7.468177e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"13604_289.1072_6.7529_7045_N/A_NA_no matches_no matches_no matches_no matches","2.054981e+04","1.945701e+04","3.067528e+04","1.706391e+04","1.313934e+04","1.032047e+04","3.623264e+04","1.649430e+04","2.664534e+04","2.618470e+04","1.010844e+04","1.463854e+04","2.099430e+04","1.636728e+04","2.216744e+04","2.483469e+04","2.766837e+04","2.247008e+04","1.718902e+04","3.678044e+04","1.278286e+04","1.841063e+04","9.939193e+03","1.386659e+04","1.208198e+04","3.055099e+04","2.536583e+04","1.203137e+04","1.169619e+04","3.021179e+04","1.401806e+04","2.762015e+04","1.860749e+04","1.936779e+04","1.735430e+04"
"13607_289.1089_2.8356_668_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","2.298135e+03","4.985229e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","5.404357e+03","0.000000e+00","0.000000e+00","2.065124e+03","3.050224e+03","0.000000e+00","0.000000e+00","0.000000e+00","2.995942e+03","0.000000e+00","0.000000e+00","0.000000e+00","2.751040e+03","0.000000e+00","2.279773e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.389832e+03","0.000000e+00","2.009490e+03","3.137835e+03","3.029325e+03","3.454810e+03"
"13608_289.1091_2.4513_668_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","3.098337e+03","0.000000e+00","0.000000e+00","0.000000e+00","2.617231e+03","0.000000e+00","3.447456e+03","0.000000e+00","2.217622e+03","0.000000e+00","0.000000e+00","0.000000e+00","2.507151e+03","5.707414e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.005856e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.128402e+03","2.100243e+03","0.000000e+00","2.349386e+03","0.000000e+00","2.706386e+03","3.678790e+03","0.000000e+00","0.000000e+00"
"13609_289.1113_0.6866_668_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.490696e+03","0.000000e+00","3.733324e+03","0.000000e+00","0.000000e+00","5.150008e+03","1.775138e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.119837e+03","0.000000e+00","3.613529e+03","3.901237e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.095501e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.036480e+03","2.705786e+03","0.000000e+00","0.000000e+00","2.084311e+03","0.000000e+00"
"13614_289.1184_2.4281_56_N/A_NA_Organic compounds_Phenylpropanoids and polyketides_Flavonoids_Hydroxyflavonoids","1.913396e+04","2.697108e+04","3.807398e+04","1.260182e+04","5.757593e+04","2.091269e+04","3.031630e+04","4.266195e+04","3.589920e+04","1.627048e+04","4.915125e+04","2.789471e+04","1.794571e+04","6.153846e+04","2.911316e+04","2.205477e+04","4.408818e+04","1.481551e+04","1.949505e+04","2.357310e+04","1.361650e+04","2.625491e+04","3.063050e+04","3.752508e+04","1.586519e+04","1.559488e+04","2.139819e+04","2.235152e+04","1.261218e+04","2.863367e+04","2.343293e+04","4.157643e+04","2.795446e+04","1.431756e+04","2.452465e+04"
"13618_289.1185_2.7058_56_N/A_NA_Organic compounds_Phenylpropanoids and polyketides_Flavonoids_Hydroxyflavonoids","4.694431e+04","2.523372e+04","4.250036e+04","3.580627e+04","4.328500e+04","4.082243e+04","5.593981e+04","4.764423e+04","1.925252e+04","2.294459e+04","1.374544e+04","2.216063e+04","4.782146e+04","5.102721e+04","5.169437e+04","1.619626e+04","2.985078e+04","3.499689e+04","4.308382e+04","2.688100e+04","6.885136e+04","3.733645e+04","3.975937e+04","3.023656e+04","2.566797e+04","3.015503e+04","3.104958e+04","1.564279e+04","2.674699e+04","1.415799e+04","1.269133e+04","1.874023e+04","3.299797e+04","1.969198e+04","2.567208e+04"
"13620_289.1185_3.9235_3722_N/A_NA_no matches_no matches_no matches_no matches","4.057267e+04","3.584815e+04","1.953512e+04","1.248104e+04","5.031815e+04","4.391556e+04","3.342981e+04","2.842800e+04","1.859038e+04","2.523049e+04","1.985096e+04","4.171614e+04","4.552898e+04","3.850846e+04","2.357987e+04","2.257138e+04","2.567973e+04","4.818347e+04","3.526606e+04","2.088010e+04","1.806997e+04","5.084390e+04","3.426393e+04","4.756394e+04","4.548581e+04","2.522804e+04","3.594162e+04","4.663603e+04","4.470419e+04","4.510452e+04","5.717979e+04","5.382384e+04","2.749291e+04","3.396325e+04","3.525210e+04"
"13626_289.1219_7.8966_-1_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.102133e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"13627_289.1219_7.5031_2694_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"13628_289.1226_8.117_-1_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"13664_289.1466_2.5277_668_N/A_NA_no matches_no matches_no matches_no matches","2.699625e+03","2.308848e+03","2.902843e+03","2.867532e+03","0.000000e+00","2.626706e+03","2.901456e+03","3.295732e+03","0.000000e+00","2.697219e+03","3.143078e+03","2.677259e+03","0.000000e+00","2.532543e+03","2.209646e+03","2.177601e+03","4.268269e+03","0.000000e+00","3.642065e+03","2.111889e+03","0.000000e+00","2.787482e+03","0.000000e+00","2.122132e+03","2.600324e+03","2.908477e+03","2.617713e+03","3.416133e+03","2.390358e+03","7.926015e+03","2.293357e+03","2.635695e+03","0.000000e+00","4.517270e+03","5.146084e+03"
"13666_289.1469_2.3521_668_N/A_NA_no matches_no matches_no matches_no matches","2.986679e+03","0.000000e+00","2.902843e+03","0.000000e+00","2.172753e+03","2.626706e+03","3.662889e+03","2.908394e+03","0.000000e+00","2.697219e+03","2.554896e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.720041e+03","3.179040e+03","2.197636e+03","0.000000e+00","0.000000e+00","2.762838e+03","0.000000e+00","2.024132e+03","0.000000e+00","2.600324e+03","2.908477e+03","2.617713e+03","2.203575e+03","2.997126e+03","0.000000e+00","2.730832e+03","5.162285e+03","2.361883e+03","2.504399e+03","5.024671e+03"
"13667_289.1471_1.0133_668_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.105810e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.258934e+03","0.000000e+00","0.000000e+00"
"13669_289.1473_2.0019_668_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","2.637673e+03","0.000000e+00","0.000000e+00","0.000000e+00","2.458198e+03","0.000000e+00","2.591075e+03","0.000000e+00","2.557112e+03","0.000000e+00","2.170453e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.647414e+03","3.677876e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.045563e+03","2.543502e+03","0.000000e+00","0.000000e+00"
"13670_289.1473_1.9381_668_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.458198e+03","0.000000e+00","2.591075e+03","0.000000e+00","0.000000e+00","0.000000e+00","2.170453e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.045563e+03","0.000000e+00","0.000000e+00","0.000000e+00"
"13673_289.1548_3.6592_3722_N/A_NA_no matches_no matches_no matches_no matches","2.313297e+05","2.571552e+05","1.400682e+05","1.494492e+05","2.005096e+05","1.472853e+05","1.563771e+05","1.407344e+05","2.099456e+05","1.292099e+05","1.257936e+05","1.845574e+05","2.487564e+05","2.107787e+05","1.476436e+05","1.028695e+05","1.670120e+05","1.847846e+05","1.728808e+05","1.789435e+05","1.810661e+05","3.723091e+05","1.037706e+05","1.640585e+05","2.172928e+05","2.115338e+05","2.503617e+05","2.887598e+05","1.530522e+05","1.893927e+05","2.174562e+05","2.252028e+05","1.525893e+05","2.447977e+05","1.589221e+05"
"13682_289.1549_4.0988_1323_N/A_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues","1.929287e+04","1.545015e+04","8.102442e+03","1.109714e+04","2.790873e+04","3.808688e+04","2.462810e+04","2.138625e+04","2.664272e+04","2.453337e+04","2.243879e+04","3.608781e+04","3.659305e+04","2.403402e+04","4.174106e+04","2.498859e+04","2.334478e+04","1.100757e+04","1.824412e+04","1.688668e+04","1.995836e+04","1.453514e+04","1.980737e+04","4.529986e+04","2.457303e+04","1.412548e+04","4.196060e+04","3.767895e+04","5.063164e+04","2.355302e+04","1.354531e+04","1.231505e+04","2.656323e+04","2.425358e+04","1.398389e+04"
"13731_289.1828_5.3466_-1_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"13733_289.1835_2.4307_3181_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.568464e+03","0.000000e+00","0.000000e+00","2.163992e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.565217e+03"
"13735_289.1916_0.67_8_N/A_NA_no matches_no matches_no matches_no matches","3.095346e+04","3.728926e+04","2.569631e+04","1.106070e+04","3.515825e+04","2.845515e+04","3.985211e+04","4.868476e+04","3.640290e+04","1.736726e+04","1.676852e+04","2.376982e+04","3.520392e+04","3.377213e+04","2.950745e+04","3.318155e+04","2.298913e+04","3.302348e+04","3.377477e+04","2.380546e+04","2.524294e+04","2.777881e+04","4.415707e+04","3.244326e+04","3.219400e+04","2.940156e+04","2.506212e+04","9.440779e+03","2.343712e+04","3.230010e+04","3.399031e+04","3.191786e+04","3.893390e+04","3.758488e+04","2.556806e+04"
"13782_289.2487_6.4612_476_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"13789_290.0965_1.638_200_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","6.961104e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"13817_290.1388_3.0761_-1_N/A_NA_no matches_no matches_no matches_no matches","3.366009e+04","1.037077e+05","2.078294e+04","2.881223e+04","3.119018e+04","3.576063e+04","3.577163e+04","2.875539e+04","5.298421e+04","5.586394e+04","5.435603e+04","5.232696e+04","8.056613e+04","2.892252e+04","3.012016e+04","3.768165e+04","4.015520e+04","2.315865e+04","1.720841e+04","2.573388e+04","1.891022e+04","3.179033e+04","4.142114e+04","1.828077e+04","3.427864e+04","1.804083e+04","3.677036e+04","5.668120e+04","4.868289e+04","4.634477e+04","1.941947e+04","4.588154e+04","1.897281e+04","2.814983e+04","4.281599e+04"
"13823_290.1389_6.1098_298_N/A_NA_no matches_no matches_no matches_no matches","1.064484e+04","2.701964e+04","4.601055e+04","1.453840e+04","1.359939e+04","2.392527e+04","3.789781e+04","3.634069e+04","3.441514e+04","1.707419e+04","2.152157e+04","1.616153e+04","2.532585e+04","1.266417e+04","4.171685e+04","2.991623e+04","2.714763e+04","2.196986e+04","1.767869e+04","2.969902e+04","1.963451e+04","2.474012e+04","1.752057e+04","1.817030e+04","3.689107e+04","1.365123e+04","3.924302e+04","1.409426e+04","2.412403e+04","1.991550e+04","2.609825e+04","9.017211e+03","1.663424e+04","3.556959e+04","1.427543e+04"
"13827_290.139_4.9398_6956_N/A_NA_no matches_no matches_no matches_no matches","1.388094e+04","3.126719e+04","1.988619e+04","7.331996e+03","1.164303e+04","1.439905e+04","4.591303e+04","1.649152e+04","3.334972e+04","2.058165e+04","2.325100e+04","2.669935e+04","2.447781e+04","3.458064e+04","4.528359e+04","1.746357e+04","3.877654e+04","3.612712e+04","2.574418e+04","1.436124e+04","2.452185e+04","1.912480e+04","1.800259e+04","2.127552e+04","2.848206e+04","1.433972e+04","2.935765e+04","1.569525e+04","1.886754e+04","4.542943e+04","1.882892e+04","3.901092e+04","1.254767e+04","3.981182e+04","2.427574e+04"
"13837_290.1505_0.6648_4357_N/A_NA_no matches_no matches_no matches_no matches","2.849196e+04","3.340250e+04","3.581013e+04","4.597864e+04","3.789986e+04","3.739329e+04","5.294375e+04","5.737549e+04","1.723742e+04","1.061532e+04","2.113774e+04","1.334338e+04","5.593310e+04","3.646013e+04","4.282509e+04","3.328557e+04","3.240179e+04","4.776173e+04","3.842673e+04","2.577578e+04","4.482282e+04","4.270646e+04","3.273142e+04","1.373289e+04","1.458952e+04","1.751047e+04","3.872223e+04","2.274378e+04","4.400099e+04","4.345667e+04","3.510289e+04","2.911147e+04","5.647205e+04","2.534605e+04","4.270675e+04"
"13838_290.1519_8.0371_-1_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.623976e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"13840_290.1597_2.2544_8181_N/A_NA_no matches_no matches_no matches_no matches","2.163331e+04","3.295815e+04","3.109413e+04","3.658238e+04","3.303668e+04","5.364343e+04","3.119653e+04","3.282147e+04","2.887909e+04","2.009522e+04","2.844692e+04","2.902148e+04","2.561882e+04","1.989018e+04","3.511456e+04","2.802049e+04","3.136720e+04","2.058389e+04","2.525048e+04","5.331250e+04","3.578845e+04","2.854299e+04","1.318909e+04","2.567705e+04","5.025435e+04","2.141724e+04","3.628568e+04","1.278943e+04","2.985084e+04","1.885678e+04","1.795105e+04","2.760381e+04","4.056123e+04","1.397383e+04","2.399513e+04"
"13868_290.1752_3.9801_1922_N/A_NA_no matches_no matches_no matches_no matches","2.249519e+04","3.945739e+04","5.631790e+04","1.868895e+04","1.940346e+04","3.812344e+04","5.287412e+04","2.025713e+04","4.482636e+04","3.848340e+04","1.409310e+04","6.038578e+04","1.550397e+04","1.717360e+04","3.411669e+04","3.126409e+04","2.227624e+04","1.619662e+04","1.661385e+04","1.377667e+04","2.162284e+04","2.167901e+04","4.786355e+04","1.980594e+04","5.408802e+04","1.379441e+04","1.463621e+04","1.588915e+04","3.684447e+04","3.100611e+04","2.865637e+04","3.087219e+04","3.981482e+04","2.769479e+04","5.830270e+04"
"13878_290.1756_0.6787_4357_N/A_NA_no matches_no matches_no matches_no matches","2.297800e+05","2.566914e+05","2.278209e+05","1.727177e+05","2.523943e+05","2.656988e+05","2.960077e+05","2.934609e+05","2.345262e+05","1.966839e+05","1.922150e+05","1.831936e+05","2.773489e+05","1.914926e+05","2.820975e+05","2.863460e+05","2.377220e+05","3.081306e+05","2.204325e+05","1.758704e+05","2.403207e+05","2.534063e+05","2.680487e+05","2.364790e+05","2.460155e+05","2.031386e+05","1.915589e+05","2.610574e+05","2.083888e+05","2.090795e+05","2.599171e+05","2.362277e+05","2.764989e+05","2.270750e+05","2.535622e+05"
"13884_290.1961_2.0539_8181_N/A_NA_no matches_no matches_no matches_no matches","3.227064e+03","3.704392e+03","2.214756e+03","2.504086e+03","0.000000e+00","2.448674e+03","2.458167e+04","3.416193e+03","5.546194e+03","4.953562e+03","4.282940e+03","4.623428e+03","2.068015e+03","3.137601e+03","2.045159e+03","2.671229e+03","2.116264e+04","3.199057e+03","2.823194e+03","4.896911e+03","6.045591e+03","2.006902e+03","3.620679e+03","2.610335e+03","2.947139e+03","2.780034e+03","2.426204e+03","2.131185e+03","3.509314e+03","0.000000e+00","0.000000e+00","2.363503e+03","2.076420e+03","2.325966e+03","0.000000e+00"
"13912_290.2116_5.6182_-1_N/A_NA_no matches_no matches_no matches_no matches","1.650108e+04","1.360795e+04","1.425696e+04","9.373514e+03","1.465388e+04","5.309232e+04","1.403967e+04","2.001425e+04","1.376752e+04","1.166378e+04","2.108869e+04","1.255614e+05","5.948013e+04","2.924857e+04","2.516397e+04","2.250900e+04","2.449536e+04","1.861789e+04","5.132495e+03","1.331722e+04","1.676140e+04","3.229792e+04","3.589198e+04","1.596937e+04","2.512331e+04","1.522706e+04","4.640757e+04","1.323665e+04","1.333965e+05","3.290590e+04","2.761961e+04","2.845767e+04","1.902858e+04","1.316492e+04","3.461118e+04"
