,SMILES
202,[C@@H]1([C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)OC[C@@H](COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\CC)O
203,CC[C@@H](C)[C@@H](C(=O)N1CC[C@@H](CC1)C(=O)NC[C@H]1CC[C@@H](CC1)C(=O)[O-])NC(=O)OC(C)(C)C
204,c12c(c(cc(c1O)O)CCc1ccccc1)C=CC(O2)(C)C
205,C[C@@]12CC[C@@H](C1(C)C)/C(=N/O)/C/C/2=N\O
206,COc1ccc2cc1Oc1ccc(cc1)CC1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)cc3c1C(C2)N(C)CC3
207,CC(=O)O[C@@H]1C[C@@H]([C@@]2([C@@H]3CC[C@]4([C@@H](CC=C4[C@@]3([C@@H]([C@H]3[C@H]2[C@@]1(CO3)C)OC(=O)/C=C/c1ccccc1)C)c1ccoc1)C)C)OC(=O)C
208,CCCOc1cc(c2c(c1C)C[C@@H](CC2)[C@H](C)C(=O)NCCO)C
209,CC(C)CCc1c(C)nc(nc1O)Nc1nc(C)c2cc(ccc2n1)OC
210,[C@H]1([C@H]([C@H](O[C@@H]([C@@H]1O)O)CO)O)OC(=O)CCCCC
211,C[C@H](c1cccc(c1)Nc1nc2ccccc2c(n1)NCCO)O
212,[C@]12(O[C@H]1CC/C(=C/CC/C(=C/[C@@H]1[C@H]([C@H](C(=O)O1)CN(C)C)CC2=O)/C)/C)C
213,CC(C)COC(=O)Cc1c(=O)c2ccccc2n(c1[O-])C
214,Cc1c(c2cc(ccc2n1C)O)C(=O)C[NH+](C)C
215,[H][C@@]12CC=CC1=CC(=O)[C@]1(O)O[C@@]([H])(C=CCCCCCCC)C(C)=C[C@@]21[H]
216,[C@@]12([C@H]([C@](C(=O)OC)(CCC2)C)CCc2c1cc(c(c2)C(C)C)O)C
217,c1(cc(c(cc1)O)O)CCCCCCCCC(=O)O
218,[H][C@@]1(CC[C@@]2(C)C3=C(C[C@@H](O)[C@]12C)[C@@]1(C)CC[C@@H](OC(=O)CC(O)=O)C(C)(C)[C@]1([H])CC3=O)[C@H](C)C[C@@H]1OC(=O)C(C)=C1C
219,Cc1c(n(c([nH+]1)[C@@H](c1ccccc1)O)O)C
220,C=CCN1C(=O)C(Cc2ccc(c(c2)OC)OC)C(=NC1=O)O
221,c1ccc(cc1)C(=O)Oc1ccc(cc1)[N+](=O)[O-]
222,CC(C)NC(=O)N1CCN([C@@H](C1)C(=O)N[C@H](Cc1cccnc1)C(=O)OC)C(=O)C
223,[H][C@]12NC(=O)C(=C)O[C@]1([H])C=C(C[C@@H]2O)C(=O)OC
224,CN1CC[C@]23[C@]1(CCc1c2c(c(cc1)OC)O)C(=C(C(=O)C3)OC)OC
225,C/C=C(\C)/[C@@H]([C@H](C)/C=C(\C)/C=C/C/C(=C/Cc1c(c(c(c(n1)OC)OC)O[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)C)/C)O
226,C(=O)(NCC(C)C)/C=C/C=C/CCCCCCCCC
227,Cc1cc2c(cc1N(C)C)n(C[C@@H]([C@@H]([C@@H](CO)O)O)O)c1c(c(nc(=O)n1)O)n2
228,[C@H]12N([C@@H](CC2)C[C@H](C1)OC(=O)CC)C
229,CCCC#CC#CC=C=CCCCCCCC(O)=O
230,CC(=O)O[C@H]1CCc2ccc(c(c2)c2cc(ccc2O)CC[C@@H](C[C@H]2CCC[C@H](C1)[NH2+]2)O)OC
231,Cc1cc(no1)NC(=O)[C@@H]1CCCN1C(=O)c1cc(cc(c1)OC)OC
232,c1ccc(cc1)NC(=O)[C@H]1C[N@H+]2CC[C@@H]1C[C@@H]2Cn1cc(nn1)C(=O)N
233,CC(C)C[C@H]1C(=O)N/C=C\c2ccc(cc2)O[C@H]([C@H](C(=O)N1)NC(=O)[C@@H](Cc1ccccc1)[NH+](C)C)C(C)C
234,C(/C(=C\CC=C(C)C)/C)C(=O)O
235,c1(C(=O)[C@@H]2OC(=O)C[C@H]2CC(=O)N)c(c(cc(c1)C)C)O
236,[C@H]1([C@H]([C@@H](O[C@@H]([C@H]1O)CO)OC(C)([C@@H]1Cc2c(c3ccc(=O)oc3cc2O1)O)C)O)O
237,C[C@@H]1c2cc(c(cc2CC[NH2+]1)OC)OCc1ccccc1
238,Cc1ccc(c(c1)NC(=O)C)C
239,CCCCCC1=C2[C@H](C(=[NH+]C(=N2)CCC)NC)N=C1
240,[C@]12([C@](CC[C@@H]1[C@@H]1[C@@H]([C@@]3(C(=CC(=O)CC3)CC1)C)[C@H](C2)O)([C@H](COC(=O)C)O)O)C
241,CCOC(=O)N1CCN(CC1)c1c2c(c3cc(ccc3[nH]2)F)[nH+]cn1
242,C1CCC(CC1)C(=O)N1CCN([C@H](C1)C(=O)N[C@H]1CCCNC1=O)C(=O)[C@@H]1CSCN1
243,C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@]2(C(=C(F)F)F)O)OC
244,Cc1ccc(cc1)C=CC(=O)N1CCc2ccccc2C1
245,[C@]([C@H]1C(=O)N/C=C\c2cc(C[C@H](C(=O)N[C@@H](C(=O)N1)[C@H](CC)C)NC)c(cc2)OC)(CC)(O)C
246,C[C@H](C(=O)OC)NC(=O)[C@@H]1CN(CCN1C(=O)N1CCOCC1)C(=O)C1CC[NH2+]CC1
247,CC[C@H](C)[C@H](N1CC2=C(C=C(O)C3=C2O[C@@](C)(CCC=C(C)CCC=C(C)C)[C@@H](O)C3)C1=O)C(O)=O
248,[C@@H](C(=O)O)(CCC(=O)NCc1ccc(cc1)O)N
249,CC=Cc1ccc2[C@H]3[C@H]([C@H](CO)[C@@H](Cn2c1=O)N3CC1CCCC1)C(=NCCC)O
250,Cc1c2ccc(cc2oc(=O)c1CC(=O)NCc1ccco1)O
251,CC(C)(C)CN1CC[C@@H]2[C@H]1C(=O)NC[C@@H]([N@H+]2C)CCC(=O)NCc1ccc(cc1)F
252,C[N@@H+]1CCc2cc(ccc2[C@H]1Cc1ccc(cc1)OC)OC
253,C[NH+](C)Cc1cn(nn1)[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2NC(=O)NCc1ccccc1
254,CC(C)=CCC\C(C)=C\CCC1(C)OC2=C(CC1O)C(O)=CC1=C2CN(CCCCC(O)=O)C1=O
255,CCOC(=O)C1(CCN(C)CC1)c1ccccc1
256,C[N@@H+]1CC[C@H](CC1)NC[C@@H]1[C@@H]([C@@H]([C@@H](O1)CO)O)[NH+]1CCCC1
257,Cn1c(cc2c1c(c(c(c2)OC)OC)OC)C(=O)N[C@H](c1ccccc1)C(=O)[O-]
258,CCC(C)[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H]2CCCN2C(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@H](CC(C)C)NC1=O
259,CCNC(=O)N[C@@H]1[C@H]2CO[C@H](O2)[C@@H]([C@H]1O)[N@@H+]1CC[C@H](CC1)C(=O)OC
260,[C@@]12(OO[C@H](C(=C)CC[C@H](/C=C/[C@@](C[C@H]([C@@H]1O)O)(O)C)C(C)C)CC2)C
261,N12[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N3[C@H](C(=O)N[C@H](C(=O)N[C@H](C1=O)Cc1ccc(cc1)O)CCCNC(=N)N)CCC3)CC(=O)N)C)[C@H](O)C)Cc1ccc(cc1)O)CCC2
262,CCCC/C=C/C=C/C=C\CCCCC(=O)CCC(=O)O
263,CC(O)(COC(=O)C1=CC=C(C=C1)[C@@]1(C)C[C@H](O)CC1(C)C)C(O)=O
264,Cc1c(c(=O)n(c(=O)n1C)C)[C@H](C)CC(=O)OC
265,Cc1cc(CN=C(Cn2c(C)c(c(C)n2)N(=O)=O)O)c2ccccc2n1
266,c1ccc(cc1)n1c(=O)c2c(cccc2nc1SCC(=O)Nc1ccc2CCCc2c1)F
267,CC(C)CC[C@]1(CCOC(C1)(C)C)CCN(Cc1ccccc1)C(=O)C
268,CC(C)(CC(=O)N[C@H]1C[C@H]([N@@H+](C1)C)c1nc(no1)c1ccc(cc1)Cl)CC(=O)[O-]
269,[n+]1(ncc(c2c1cccc2)C)[O-]
270,CCC(CC)C(=O)Nc1ccc(cc1)C
271,[C@@]123[C@@H]([C@@]([C@H](C[C@@H]3O)C)(CCC(=C)C=C)C)C[C@@H](C=C1[C@H](O[C@@H]2OC(=O)C)OC(=O)C)OC(=O)/C=C\C=C/CCCCC
272,Cc1nc2cc(c(cc2c(=O)n1CCNC(=O)CCc1ccc(cc1)OC)OC)OC
273,[C@@]1([C@H](C[C@H](O1)C(OC)(C)C)OC(=O)/C(=C\C)/C)(c1c(c(c(cc1)C)O)O)C
274,c1(C(=O)N[C@H](C(=O)OC[C@H](NC(=O)c2c(c(ccc2)O)O)C(=O)O)COC(=O)C(=C)NC(=O)c2c(c(ccc2)O)O)c(c(ccc1)O)O
275,[C@@]12([C@@H]([C@@H](C[N@@+](C2)([O-])C)C)CC[C@@H]1C)O
276,CCC(O)\C=C(/CC)C(=O)CC(O)C(=O)CC
277,C[C@@H]1OC(=O)[C@H](CC2=CC=CC=C2)N(C)C(=O)\C=C\[C@@H](C)[C@H](O)\C(C)=C/[C@H](C)[C@@H](OC(C)=O)[C@H]1C
278,c1ccc(cc1)C[C@]12CN3CCN(C1)C[C@@H](C3)[C@H]2[NH3+]
279,C[C@@H]1CC[C@@]2(C)C(=CCC[C@@H]2[C@@]1(C)CCC(CCO)CO)C(=O)O
280,[C@H]12O[C@H](C[C@@H](C1)OC(=O)/C=C\CCc1nc(oc1)/C=C\CNC(=O)OC)CC(=O)O[C@H](C[C@H]1O[C@H](C[C@H](C2)OC)[C@H](CC1)C)/C=C/CC(C)C
281,C(Cc1ccc2c(c1)OCO2)C[C@H]1[C@@H]2C[C@H]3[C@H]4C=C[C@@H]([C@H]1[C@H]24)[C@@H]3C(=O)O
282,CC1(C[C@@H](CCO1)/C=C/C(=O)N)C
283,[H][C@@]12CCCN1C(=O)[C@@H](CC1=CC=CC=C1)NC(=O)[C@H](CCCNC(=O)[C@@]([H])(NC(=O)[C@@]([H])(NC2=O)[C@@H](C)CC)[C@@H](C)CC)NC(=O)[C@H]([C@@H](C)CC)N(C)C(C)=O
284,CN1CCN(CC1)C(=O)CC[C@H]1CNC(=O)[C@@H]2[C@H]([N@@H+]1C)CCN2Cc1ccc(cc1)OC
285,c1([C@@H](Cc2ccccc2)O)cc(cc(=O)o1)OC
286,[C@H]12[C@@](C[C@@H](C2)[C@H]([C@@H]2N=C(CC2)C)C)(CC[C@@H]2[C@H]1CC=C1[C@@]2(CC[C@H](C1)O)C)C
287,Cc1cccc2c1ccc1c2C(=O)C(=O)C(=C1)C(C)C
288,C[C@@H]1CC[C@@H](O)C=CC(=O)O[C@H](C)CC[C@@H](O)C=CC(=O)O1
289,[H]\C(CCC(CC=C)OC)=C/C=C/CC\C=C/C1CSC(=N1)[C@]1([H])C[C@]1([H])C
290,Cc1c(c(=O)c2ccc(cc2o1)O)c1ccon1
291,C[C@]12CCCC(=C)[C@@H]1C[C@H]1[C@@H](C2)OC(=O)[C@H]1C[NH+]1CCN(CC1)Cc1ccc2c(c1)OCO2
292,[C@@]123[C@@]4(C(=O)[C@@H](C[C@H]1C(O4)(C)C)C=C2C(=O)c1c(O3)c(c2c(c1O)[C@H]1[C@@H](C(O2)(C)C)CCC(=C1)C)CC=C(C)C)C/C=C(/C(=O)O)\C
293,Cc1c(c(=O)oc2c1c(cc1c2CCC(O1)(C)C)OC)CCC(=O)NCCO
294,CN1CCN(CC1)C(=O)CC[C@@H]1CNC(=O)[C@H]2[N@H+]1C[C@H](C2)NCc1ccc(o1)CO
295,[C@]12([C@@]3([C@H](/C(=C(/C(=O)O)\CCC=C(C)C)/[C@H](C3)OC(=O)C)CC[C@H]1[C@@]1([C@@H](CC2)[C@@H](C(=O)C=C1)C)C)C)C
296,CN(C)c1ccc(cc1)c1ccnc(n1)N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2NC(=O)COC
297,[C@@]12([C@H]([C@H]3[C@@H](C=C2)c2c(CC3)cc(cc2)O)CC[C@H]1O)C
298,C[C@@]1(C(=O)NC(=O)N1)c1ccc(cc1)OC
299,CC1=C[C@H]([C@@H](C[C@H]1CC(=O)N(C)Cc1cccnc1)C(C)C)CNC(=O)COc1ccccc1
300,C[C@@]12C[C@@H]([C@@](c3c1cccc3)(c1c2cccc1)C)CO
301,Cc1cc2c(c(c1)OC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)c1c(c(=O)o2)CCCC1
302,C[C@@]1(CC[C@@]2(CC[C@@]3(C(=C[C@@H]4CCC[C@]53[C@H]4[C@]3(C[C@H]([C@H]([C@@]([C@H]3CC5)(C)[C@@H](CO)O)O[C@H]3[C@@H]([C@H]([C@@H](CO3)O)O)O)O)C)[C@@H]2C1)C)C(=O)[O-])CO
303,CC(C)C[C@@H](C(=O)[O-])NC(=O)CCn1cc(c2c1cccc2)C(=O)C
304,CCC[C@@H]1[C@@]23CC[C@@H]4[C@]5(CC[C@]6(CC[C@@](C[C@H]6[C@@]5(C[C@H]5[C@]4([C@@H]2[C@@H](CC5)C[C@@]1(OC3)O)C)C)(C)C(=O)[O-])C)C
305,CCCCCCC[C@@H]1C[C@H]1CCC(O)=O
306,COc1ccccc1c1ccnc(n1)N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2[NH2+]CC1CCCCC1
307,CC(C)C[C@@H](C(=O)O)N=C([C@@H]1CCCN1)O
308,CN1[C@H]2CC[C@H](CC(=NCC3CC3)O)O[C@H]2COc2ccc(cc2C1=O)NC(=O)c1ccc(cc1)OC
309,CCC[C@H]1OC(=O)[C@H](O)CC\C=C/[C@H](O)[C@@H]1O
310,CCNC(=O)NC[C@@H]1C=C([C@@H](C[C@H]1C(C)C)Cc1nnc(o1)c1ccncc1)C
311,CC(C)N=C(Nc1ccc2c(c1)OC[C@H](C)N(C[C@@H](C)[C@H](CN(C)C2=O)OC)Cc1ccccn1)O
312,c1ccc(cc1)C(=O)N1CC[C@H]([C@H](C1)CC[NH+]1CCN(CC1)c1ccccn1)CC(=O)[O-]
313,CC(C)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O
314,c1ccc2c(c1)ccc(c2O)c1ccc2ccccc2c1O
315,[H][C@@]1(CCCC=C1)[C@H](O)[C@]1(NC(=O)[C@H](CCCCCC)[C@]1(C)O)C(O)=O
316,CC(C)c1ccc(cc1)/C=C/[C@]12C(c3ccccc3N1CCC(=N2)O)(C)C
317,CC(C)[C@@H]1CC[C@@H](C)[C@]2(CCC(=C2)C)[C@@H]1N=C=S
318,CC(C)([C@@H](c1ccccc1)[C@@H]1CCCCC1=O)C(=O)OC
319,c12c3[C@H](Cc4c1cc(c(c4Oc1ccc(cc1)C[C@H]1c4c(cc(c(c4)OC)O)CCN1C)OC)OC)N(CCc3c(c(c2OC)OC)O)C
320,CCCCCCCCCCCCCCCCCC(=O)Nc1c2ccccc2nc2c1CCN2c1cccc(c1)Cl
321,CCCCC[C@H](CC(=O)CCc1ccc(c(c1)OC[N+]1=CC2=NC=CC2=C1)O)O
322,Cc1ccc(c(c1)C)N/N=C(/C(=O)C)\C(=O)C(F)(F)F
323,[C@@H](CCCCCCCC(=O)O)(CC/C=C\C/C=C\CC)O
324,[C@H]1([C@H]([C@@H]([C@H](C[C@H]1N)N)O[C@@H]1[C@@H](CC=C(O1)CN)N)O)O[C@@H]1[C@@H]([C@H]([C@H](CO1)O)NC)O
325,CC(C)(C)c1ccc(cc1)C(=O)N1CCN(CC1)c1ccc(c(c1)NCc1cccnc1)N(=O)=O
326,[C@@H]([C@H](/C=C/[C@@H](CCCCC)O)O)(NC(=O)[C@@H](CCCCCCCCCC)O)COC(=O)C
327,CCC(CC)C(=O)NC[C@@H]1[C@H]([C@H]([C@@H](O1)CC(=O)NC1CC1)O)O
328,CSCC[C@@H](C(=O)N1C[C@H]2C[C@@H](C1)c1cccc(=O)n1C2)[NH3+]
329,CC(C)[NH2+][C@H]1CO[C@H]2[C@@H]1OC[C@@H]2n1c(nnn1)c1ccc(cc1)N(C)C
330,CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O
331,c12c(occ2C)C/C(=C/CC[C@H]([C@H]2O[C@]([C@@H]([C@H]1O)O)(CC2)C)C)/C
332,C1(=O)C(=C)[C@@H]2[C@@H](O1)C[C@@H](/C=C\C=C(/C[C@H]2O)\CO)C
333,CN(Cc1ccccc1)[C@H]1[C@H](O[C@H]([C@H]1O)CO)C[NH3+]
334,C(=CCCC(=O)O)CC[C@H]1[C@H](C[C@@H]([C@@H]1N1CCCCC1)O)OCc1ccc(cc1)c1ccccc1
335,[C@]123[C@]([C@]4([C@@H]([C@](C(=O)O[C@@H]5[C@@H]([C@H]([C@@H]([C@@H](O5)CO)O)O)O)(CCC4)C)[C@@H](C2)O)C)(CC[C@@H](C(=C)C1=O)C3)O
336,CCC1c2ccc(cc2C(C)C1c1ccc(cc1)O)O
337,CC[C@@H]([C@@H]1[C@@H]2CC[C@@H]3[N@H+]1[C@@H](CC2)[C@H]1[C@@H](/C(=C/2\C(=C(C(=O)O2)C[O-])OC)/OC1=CC3)CO)O
338,Cc1c2c(=O)cccc(c2c(n1C)C)OC
339,CN(C)c1ccc(cc1)c1ccnc(n1)N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2NS(=O)(=O)c1cccs1
340,Cc1ccc(cc1)NC(=O)CCC(C)C
341,c1ccc(cc1)Cn1cc(c2c1cccc2)CNC(=O)CCC(=O)[O-]
342,CCCCCCCCC/C=C/CCCCC(O)C(CO)NC(=O)CCCCCCCCCCCCCCC
343,CCCCCCC[C@@H]1CC2=C(C)C(O)=C(C(O)=O)C(O)=C2CO1
344,C1=CC=C(C=C1)CC(C(=O)O)N
345,C[C@@H](c1ccc(cc1)C=O)[C@H]1CC[C@H](C1)Cc1cccc(c1)O
346,CC1=C2C[C@H]3[C@@H](C[C@]2(CCC1)C)OC(=O)[C@H]3C[NH+]1CCC2(CC1)OCCO2
347,CC(C)NC(=O)N1C[C@@H]2C[C@H](C1)c1ccc(c(=O)n1C2)C1CCCCC1
348,C[C@@]1(CC[C@@]2(CC[C@@]34CCC[C@@]5([C@]3(C[C@H]3[C@H]6[C@@]5([C@@H](C[NH2+]3)[C@H]([C@H]([C@@]6(C)CO)O[C@H]3[C@@H]([C@H]([C@@H](CO3)O)O)O)O)C)C)CC=C4[C@@H]2C1)C(=O)[O-])CO
349,CCCCCN(CCCCC)C(=O)C(F)(F)F
350,[C@@H]12C(=Cc3c(CC2)cc(c(c3)O)C(C)C)CCCC1(C)C
351,CCc1cc(c[nH+]c1N)C[C@@H]1CC[C@]2(C1)Cc1cc(cc(c1c1c2c2c(cc1)[C@@H]([C@H](O2)c1ccc(c(c1)OC)O)COC(=O)C)OC)O
352,CC(C)C[C@H](C(=O)N[C@H](CCCNC(=[NH2+])N)C(=O)[O-])NC(=O)OCc1ccccc1
353,[H][C@@]12CC[C@]3([H])C(C)(C)[C@@H](CC[C@@]3(C)C1=CC[C@@](C)(C2)C=C)OC(N)=O
354,CC(=O)Cc1cc(cc2c1c(=O)cc(o2)CO)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
355,C[C@@]12CCC[C@H]3[C@@H]1[C@@](C[C@](C3)(O2)[C@@H]1C[C@@H](CC2(C1)CCCC2)Cc1ccc([nH+]c1)N)(CCO)[NH3+]
356,c1ccc(cc1)C(=O)NNc1ccccc1
357,CCCC[C@H]([C@@H]1CC(=CC(=O)O1)OC)O
358,Cc1cc(C)nc(c1C#N)NCCCN1CCOCC1
359,Cc1cc(c(c2c1CC[C@H](C2)[C@H](C)C(=O)N1CCN(CC1)c1ccc(cc1)F)C)OC
360,CCCCC/C=C\C/C=C\C/C=C\C=C\C(=O)CCCC(=O)O
361,c1(c(c(nc(c1C)C/C=C(/C/C=C/[C@@H](C[C@@H]([C@H](/C(=C/C(C)C)/C)O)C)C)\C)OC)OC)O
362,Cc1ccc(o1)/C=N/NC(=O)c1cccc(c1)[N+](=O)[O-]
363,CC1=C2C[C@H]3CC[C@H]([C@@]2(C3(C)C)CC1=O)CCCO
364,CCCCc1ccc(cc1)NC(=O)[C@H](C)NC(=O)N1C[C@H]2C[C@@H](C1)c1cccc(=O)n1C2
365,[C@@H](CCCCCCC(=O)OC)(CCCCCC)O
366,CC1=N[C@@](C[C@]2(S1)[C@H]1C[C@@H]3C[C@H](C1)C[C@H]2C3)(C(F)(F)F)O
367,CC(C)S[C@H]1C[C@@H]2[C@@H](C2(C)C)C[C@]1(C)O
368,CSc1nc2ccc(cc2s1)N=c1nc([nH]c(n1)N1CCOCC1)N1CCOCC1
369,C[C@@]1([C@@H]2CC[C@H](C1=C)[C@]2(O)OC)C1CCCCC1
370,c1ccc(cc1)N1CC[NH+](CC1)CC[C@@H]1CC[C@@H]([C@H](O1)C(=O)NC1CC1)O
371,c1cc(ccc1/C=C(\C#N)/C(=O)O)O
372,[C@]123[C@H]4[C@H]([C@@H]([C@@H]1[C@](CN4CC)(CC[C@@H]3O)COC)OC)[C@@]1([C@@H]3[C@H]2C[C@@H]([C@@H]3OC(=O)C)[C@H](C1)OC)OC(=O)C
373,C[C@H](CS)C(=O)N1C[C@H](C[C@H]1C(=O)O)Sc1ccccc1
374,CCN(CC)CCCNC(=O)c1cc2c(c3ccccc3n(C)c2=O)n1C
375,[C@]123C4=C(CC[C@@H]4[C@@H](C2)C(=O)OC)CC[C@@H]([C@]21CO[C@@](CC2)(C(C)C)O)CN(C3)C
376,C[NH2+]Cc1cn(nn1)C[C@@H]1[C@H]([C@H]([C@@H](O1)CC(=O)N1CCN(CC1)c1ccccc1)O)O
377,[C@H]12[C@@H]([C@@H](CN(C2)C)C)CC[C@@]1(O)C
378,Cn1c2ccccc2[nH]c1=NCc1cccc(c1O)OC
379,C1(=C(C(=O)OC1=O)C)CCC(=O)O[C@@H]([C@H]([C@@H](CC(=O)[C@H]([C@H](CC[C@@H](C[C@H](CC(=O)/C=C(/CC)\C=C)C)C)O)C)O)C)C
380,C[C@@]12CC[C@@H](C([C@@H]1CC[C@]([C@@H]2CCC(=C)[C@@H](CO)O)(C)O)(C)C)O
381,c1ccc(cc1)Cc1cc(=O)c(cn1c1ccc(cc1)F)C(=N)O
382,Cc1cc(c2c(c1)c(cc(=O)o2)CN1CCN(CC1)c1cccc[nH+]1)C
383,Cc1cc(c2c(cc(=O)oc2c1)C[NH+]1CCN(CC1)c1ccccc1)O
384,[C@@H]1([C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)Oc1ccc(cc1)[C@@H]1CC(=O)NCCCN(C[C@@H](CCN1)OC(=O)C)C(=O)[C@H](CC)C
385,c12c(C(=O)C(=C(C2=O)O)C(C)C)ccc(c1/C=C\[C@@H](C(C)C)O)C
386,CC(=O)N1CCN(C[C@H]1C(=O)OC)C(=O)c1ccc(cc1)OC
387,C[C@H]1[C@@H]([C@H]([C@H]([C@H](OCCCCCN)O1)O)O)O
388,[H][C@@]12CC[C@H](CC)[C@@]1([H])C=C[C@@]([H])(\C=C\C=C(/CC)[C@]1([H])O[C@]([H])(CC[C@@H]1C)[C@@H](C)C(O)=O)[C@@]2([H])C(=O)C1=CC=CN1
389,C1(=C([C@H](OC1=O)C)C)n1c(ccc1CO)OC
390,COc1ccc(cc1OC)C(=O)[C@H]1[C@@]2(c3ccccc3NC2=O)[C@@H]2CCCN2[C@@]21c1ccccc1NC2=O
391,CCCC[C@@H]1C2=C(C=CCC2)C(=O)O1
392,c12c(Nc3c(C(=O)OCCN4CCN(CC4)c4cc(C(F)(F)F)ccc4)cccc3)ccnc1cc(cc2)C(F)(F)F
393,CC(=CCC[C@@H]([C@H]1CC[C@@]2([C@@]1(CC=C1C2=CC[C@@H]2[C@@]1(CC[C@@H](C2(C)C)O)C)C)C)C(=O)[O-])C
394,CCCC(O)C(=O)C(O)CC[C@@H]1OC(=O)C[C@H]1C
395,C[C@@H]1CN([C@@H](C)CO)C(=O)c2cccc(c2O[C@H]1CN(C)CC1CCCCC1)N=C(C1CCOCC1)O
396,CC(C)[C@@H](CC[NH2+]Cc1ccco1)c1ccc(cc1)OC
397,c12c3c(c4ccccc4)ccc1C(=O)C=Cc2cc(c3OC)O
398,[C@@H]12[C@@H](C(=CO[C@H]2O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)O)CC[C@@]1(O)C
399,c1ccc2c(c1)[C@H]1[C@@H](CN2C(=O)c2cccnc2)N(Cc2ccc3c(c2)OCO3)[C@H]1CO
400,CC(C)N=C(N(C)C[C@H]1[C@H](C)CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O1)NC(=O)Cc1cn(C)c2ccccc12)O
401,Cc1c(ccc2c1oc(=O)cc2C[NH+]1CCN(CC1)Cc1ccc2c(c1)OCO2)O
402,[C@@]1(C(=O)O[C@H]2[C@H]3C(=CCN3CC2)COC(=O)[C@@]([C@H](OC(=O)[C@H]1O)C)(C(C)C)O)([C@H](CC)C)O
403,CCCCCC/C=C\CCCCCCCC(=O)OCC(CO)O
404,C[C@@]12C[C@]3(C[N@@H+](C1)[C@@H](N(C2)C3)c1ccncc1)C
405,[C@H]1([C@H]([C@H]([C@@H]([C@H](O1)C)O)O)O)Oc1c(cc(cc1)C[C@H]([C@@H](Cc1cc(c(cc1)O[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)OC)CO)CO)OC
406,CN(Cc1ccccc1)C(=O)C[C@H]1[C@@H]([C@@H]([C@H](O1)CNC(=O)C1CC1)O)O
407,CCCCCCCCCC/C=C\C/C=C\CCC(=O)OC(CO)COP(=O)(O)OCCN
408,[C@@H]12[C@@](c3c(CC2)cc(c(c3)OC(=O)C)C(C)C)(CCC[C@]1(CO)C)C
409,C[C@H](CCCCCCC/C=C/C(=O)O)O[C@H]1[C@@H](C[C@H]([C@H](C)O1)O)O
410,CC(=O)N/C(=C\c1ccc(c(c1)OC)OCc1ccccc1)/C(=O)[O-]
411,[C@]12([C@@H]3[C@H]([C@@H]4[C@@]([C@H](CC4)[C@@H](CCC(=O)OC)C)(CC3)C)CC(=O)[C@@H]1C[C@@H](CC2)O)C
412,COc1cc(c(cc1O)Cc1cnc(cc1CCc1ccccc1)N)/C=C/C(=O)CC(=O)CCCCCCCCc1ccccc1
413,CCC1(/C(=N/N)/NC(=NC1=O)[O-])CC
414,c1ccc2c(c1)cc(cn2)CNc1ccc2n(c1=O)C[C@H]1C[C@@H]2CN(C1)C(=O)Nc1ccc(cc1)F
415,COc1ccc(cc1)C(=O)N1C[C@@H]2C[C@H](C1)c1c(ccc(=O)n1C2)NC(=O)c1ccc2c(c1)OCO2
416,CC1=C[C@H]([C@@H](C[C@H]1Cc1nnc(o1)c1ccc(cc1)[N+](=O)[O-])C(C)C)CO
417,CC[C@H](CCCCCC[C@H]1CCC(=C1)CC[NH3+])C/C=C/CCC(=O)[O-]
418,C=C(C)[C@@H]1CCC(=C2CC(=O)C(=C2C1)C)CO
419,C[C@@H](CCC/C=C/C(=O)CCc1ccc(c(c1)OC)O)CCc1ccccc1
420,c1ccc2c(c1)cccc2N1[C@@H]2[C@@H](C[C@H]([C@@H]([C@@H]2NC1=S)O)O)C(=O)NC1CC1
421,O1[C@@](C=CC1=O)(OC)CCCCCCCCCCCCCCCC
