"","Mo_2019_320","Mo_2019_321","Mo_2019_322","Mo_2019_323","Mo_2019_324","Mo_2019_325","Mo_2019_326","Mo_2019_327","Mo_2019_328","Mo_2019_329","Mo_2019_330","Mo_2019_331","Mo_2019_332","Mo_2019_333","Mo_2019_334","Mo_2019_335","Mo_2019_336","Mo_2019_337","Mo_2019_338","Mo_2019_339","Mo_2019_340","Mo_2019_341","Mo_2019_342","Mo_2019_343","Mo_2019_344","Mo_2019_345","Mo_2019_346","Mo_2019_347","Mo_2019_348","Mo_2019_349","Mo_2019_350","Mo_2019_351","Mo_2019_352","Mo_2019_353","Mo_2019_543"
"9640_512.4312_12.205_108_N/A_NA_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Carboxylic acid derivatives",363659.9,285553.3,599500.5,251279,248024.8,114136.5,108926.4,611498.6,633753.6,198506.4,247567.8,346443,938578.2,255857.2,159235.6,107536.1,222822,598883.7,743479,411755.4,584192,1008080,436463.9,457562.3,222366.9,834828,795974.4,1888602,3720761,590105.8,616269.8,488965.2,442910.4,553226.4,55739.2
"9641_738.267_0.8197_696_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Organooxygen compounds_NA",3495010,3676862,4433045,2028273,1848894,0,244301.8,160821.9,976559.4,1098273,21314140,781783.5,846305.2,511705.9,109592.6,215105.3,0,6055171,3037139,1293994,664156.2,2222479,101257.6,81274.31,0,737212.9,383634.1,3414402,573880.8,745946,698318.8,0,0,41924.26,77560.04
"9647_305.1587_5.2814_1311_N/A_Massbank:AC000919 Atranone B_NA_Organic compounds_Organoheterocyclic compounds_Fatty Acyls_NA",5526919,10598420,1274631,954084.5,6854715,472321.6,728620.6,1041061,528537.3,1326629,430286.5,1112074,601393.8,420758.9,1344192,294070.4,311139.1,3899785,3979485,446888.9,804000.6,478948.7,686814.6,569481.1,816383.2,536919,4411121,1391087,2070663,822151.7,956365.7,232745,442967.9,1683607,604329.1
"9648_619.2759_6.5037_-1_N/A_NA_NA_no matches_no matches_no matches_no matches",344080.2,9765628,420335.6,236653.5,574170,295156.2,1088124,565920.3,876832,5483854,3624717,563425.4,377868.5,849788.1,1259605,324694.4,800566,1827612,4819462,554566.6,508588.9,1002636,494628.4,895005.1,721066,473703.6,1933953,1657061,549137.5,508377.7,1284608,1019311,1096729,241716.1,706846.2
"9649_278.248_9.0776_2549_N/A_(2-Aminoethyl)phosphonic acid_NA_Organic compounds_Organoheterocyclic compounds_Pyrrolidines_NA",190239.3,199609.8,435250.6,592823.4,567377.7,352188.7,567454.9,354512.3,394280.4,640578.2,1306494,3446376,5641133,594767.1,455824.7,550372.5,599247.1,110455.2,97083.95,236108.9,144214.4,0,83745.62,90623.32,382877.3,188260.2,105459.3,250272.4,10190870,758971.1,800150.7,562808,306951.8,0,359306.4
"9650_612.3375_8.781_1596_N/A_Cevadine_NA_Organic compounds_Organoheterocyclic compounds_Pyranodioxins_NA",474729.9,494731.5,729825.5,599838.9,947048.8,697791.8,430979.5,301356.5,997172.8,338331.4,710131.2,1224138,1385725,1354450,586205.1,613637.1,1410778,407441.2,408077.1,291655.6,457448.7,322378.2,314806.5,385260.7,340737.7,599334.9,790742.2,867837.4,543373,395172.7,423771.5,488247.1,630888.2,650772.8,406916.4
"9651_160.0757_2.0216_1702_Massbank: 6-methoxyquinoline_Spectral Match to .gamma.-Tocotrienol from NIST14_NA_Organic compounds_Organoheterocyclic compounds_Indoles and derivatives_NA",6435638,5868314,9746592,79297330,2070056,399782.1,604413.8,252748.4,1007058,2363536,15550770,248808,903028,1128701,122685.9,389577.6,953212.1,4041516,6156512,8476469,141712300,3777894,332578.2,225502.6,202216.7,358842,4071412,12808610,234773.8,762715.6,1254720,175326.2,230085.7,285370.7,352984.5
"9653_311.2577_11.1587_32_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA",1751559,2548319,3157007,3886778,1286429,955498.1,1609020,1195356,2676366,428310.7,1191245,4809441,2750257,1622869,1875430,1466411,1561800,675939.2,502196,471557.6,693644.1,610085.7,910371.5,551737.2,763890.6,1172666,822962.2,1103435,1996060,1168352,957241.9,446356.3,540350.3,1208972,654688.3
"9659_408.9194_0.596_1994_N/A_NA_NA_Organic compounds_Benzenoids_Benzene and substituted derivatives_Sulfanilides",20562510,30684150,18873640,18943330,25365890,21675740,23680860,21016700,24008600,18109690,14837450,21138250,23339990,19947530,28512050,24008770,17913660,25681880,31373920,11023810,17751050,25575100,19464600,26704040,30326700,20195850,11111800,21209250,28372250,21053480,27441760,18720520,26300070,30149660,28018020
"9661_453.2777_8.8628_554_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Carboxylic acids and derivatives_Amino acids, peptides, and analogues",69070220,71978280,67479950,57624850,62858930,61553940,90220070,39099510,970482.2,0,906062.5,1299852,0,0,137907.7,558960.2,164974.9,24401940,19994060,20319410,17798460,15974120,24029600,21849460,11824460,326933,0,99539.66,277242.8,0,385853.3,184087.3,180890.3,402334.5,0
"9662_428.1916_4.8718_385_N/A_NA_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues",26793280,67137080,21578060,79790030,86445770,43223850,46006510,39246300,47135040,316434500,82180680,18749330,17345460,453395200,494390500,45422390,62044940,38149410,83047800,248818800,189184100,53791320,366026000,22669230,19420050,69549240,81176150,38638710,39801140,36877350,49562360,63692530,18463040,341436100,76368400
"9663_430.171_4.1819_530_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_Amino acids, peptides, and analogues",127177000,16238780,11581400,81722800,14548950,33734600,57066200,18633070,413627500,30220040,20633870,23333560,21582510,28719310,47164020,477091400,22637490,323487400,136874000,135607400,276376000,23021980,379605800,14245370,11074530,35652400,403318500,305183900,26565580,35141170,19807100,65030550,400554200,11196000,23857500
"9664_444.1867_4.8528_254_N/A_NA_NA_Organic compounds_Benzenoids_Benzene and substituted derivatives_NA",90879930,81015110,21697840,29557750,115780900,43843070,36634600,24624680,243089000,282349700,76399420,36500690,413841600,28649680,31262370,18708250,22932000,210120300,74776410,78440040,74564720,109795800,423697300,39456520,32953610,184020200,29802360,88229620,208357800,40444030,39781760,16569220,26951370,17986100,41398300
"9665_317.1935_10.5322_32_N/A_Massbank:LU028201 Norgestrel|Levonorgestrel|(8R,9S,10R,13S,14S,17R)-13-ethyl-17-ethynyl-17-hydroxy-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA",78660640,96941000,92050170,61501240,80688380,146922900,116240100,159248700,29553150,131444900,149272200,10850840,7541134,5671643,40386650,158853500,102076800,13481280,103370100,23404640,7311847,17497000,120303000,34097690,29663220,47564830,86969080,38061520,18117880,65307050,5753470,17473860,154265000,83750920,53188720
"9666_440.1913_5.5706_688_N/A_NA_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues",30032060,7795724,12793260,6432389,44366520,53543930,18061200,40330080,24287710,59767930,6036699,28543090,16322580,48274910,13548310,26030730,26965570,19160980,17561710,16608690,10655110,16883970,233717700,8665052,20775820,91961660,27387760,12199620,28680530,12302120,24850890,47507630,20547320,17645810,18073530
"9667_430.2076_4.8335_2023_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA",15612620,42158230,72832620,9213237,24669810,30745080,23232640,193369100,62052040,81366060,54995170,12823890,17291910,25885870,49582250,13980800,37389270,24387140,172128200,10178030,166642300,78228770,200579400,15662720,222354200,62151860,27399490,42229070,11265780,17365510,8083538,219632700,204950200,12990990,29610470
"9669_440.191_4.5424_-1_N/A_NA_NA_no matches_no matches_no matches_no matches",83888170,110546000,91812230,59355490,114171200,37200030,145262300,27442520,21441000,138659400,92534520,18290180,19627970,15607320,27144800,19586180,14943610,91721810,32727130,121270400,101856600,97556670,136704700,18467800,39837130,99392350,126687800,96350940,110918400,24268400,51133310,11668550,7563286,14437730,11543140
"9671_494.2957_9.9684_34_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA",14434690,44332700,17494700,6466210,42877230,97953410,327034800,69721970,0,0,531035,0,0,0,0,307988.4,0,16137310,15684160,7129766,6426720,5603384,9629013,8329464,27491720,184602.9,235665.8,0,0,253566,332598.2,179337,0,1316767,0
"9672_416.1552_4.4226_113_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA",87708160,39781090,42464260,11010030,14543220,26691990,18206760,12653500,18836340,18571540,11401890,23135030,12490700,15724130,11683520,56103530,12018250,32335400,15331590,29202260,70623000,10363370,36383990,17370550,10827940,7412747,14892330,19286730,30986590,30060180,16438730,33399350,11037380,24295660,7801751
"9673_486.1972_4.8239_-1_N/A_NA_NA_no matches_no matches_no matches_no matches",60655550,25460690,166040800,14692420,9541486,19711940,366478200,18622310,21993380,206825100,19844760,240374100,21599340,233307900,16333360,8854044,20772360,66823180,84827150,101208400,42562900,65422490,142876400,7473967,23620790,62830110,154144700,27366640,156362000,39799390,26956760,7948544,18191650,16388730,20842350
"9674_458.1657_3.7_179_N/A_NA_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues",13880430,75868630,7410217,90196750,13353770,13917920,16519770,248564500,52408770,195815700,136997500,9869060,45792720,91115390,45691790,15500740,17952130,27014220,26861830,16937210,9087930,19354610,203827000,45613180,268227000,12730210,23872730,9795567,14708370,14751640,13768320,14874780,18356810,17461390,11345330
"9675_474.1978_4.2847_490_N/A_NA_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues",95070170,13279230,32250230,11418370,9950593,23163110,10891550,7371347,16503080,27106860,46357160,16378650,16836850,41542110,36158620,279932400,24144650,193426200,17843290,17947200,12003260,16572950,147172700,12488750,20245760,9036180,130865500,16738750,15185910,21484170,9115301,18967170,6986373,16302790,10985510
"9676_484.2181_5.9243_693_N/A_NA_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues",76650850,97853400,170235000,119490400,39272720,17209430,90499720,18675520,12207070,64621770,34487460,19029210,181696200,18668120,308187900,11794030,62319920,22210460,21642020,21805300,13088070,54897450,46944930,26672710,33401370,10568150,122427700,72971200,17935350,18524330,19744690,28858840,21483940,14427510,263816800
"9678_472.1814_3.5393_799_N/A_NA_NA_Organic compounds_Phenylpropanoids and polyketides_Aurone flavonoids_NA",10451330,26557300,13932940,13885330,6030445,22269650,7372415,5913829,16711110,11467910,4521683,10264310,12840180,20507250,24060890,13671610,24494130,7603477,13742940,70966460,36449130,83113520,111299300,22169240,20555560,6322579,22814610,19110180,26285430,30273610,25390240,5958794,12818400,11690060,9476669
"9679_402.1396_3.0325_1917_N/A_NA_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues",16385790,8027526,121265600,48467010,152068100,9042051,35996030,26560560,28406690,19782260,4836980,14235720,11376920,25678310,249138900,10222530,28272930,15896730,25144120,10582090,20239940,16118520,164972900,6004881,20852400,144352900,13585440,7997187,20521430,233896200,29612860,10162260,16321240,8156794,29984450
"9680_428.2283_6.0125_385_N/A_NA_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues",9075975,17988560,11920160,46962780,45375880,14571260,10403010,13541440,12146640,46471330,74536900,11864000,9628061,146255900,237134000,6408980,25182210,15513030,149745400,19034850,72051830,101034200,40741720,33845260,66867890,6167766,21450670,131095000,18641020,24738510,12077630,11759440,27669200,23641350,21930440
"9681_424.1962_6.2892_1819_N/A_NA_NA_Organic compounds_Benzenoids_Benzene and substituted derivatives_Phenylmethylamines",16189350,59667140,14667560,11505600,20258700,12272060,88686790,17067270,16217150,25033200,9512039,24696060,13335170,16431420,15063060,34871160,29789700,11515980,8400017,16073140,7729882,31962140,39667600,24172780,17159480,22150980,29498420,10126990,19979660,18208360,5866298,28991960,18645040,78753270,26159160
"9682_486.1972_3.801_223_N/A_NA_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues",13438090,10497800,15914660,6291573,14513820,6853452,14398660,9598505,16610270,12584610,60582900,20161300,31398850,76726120,14632980,19750790,11223330,7590069,9313218,9767077,59146410,70400660,88302770,17377830,9550028,48742380,60910220,9343000,4631300,21570740,5589823,61018450,56426000,12869860,21284530
"9683_398.1441_4.1751_-1_N/A_NA_NA_no matches_no matches_no matches_no matches",12209280,50912010,6196530,16763740,26615510,4986794,168687500,12915730,27144220,9775824,11911000,7444544,11512530,41713890,14556710,21358650,20442670,18737140,29171340,43967900,26681060,35123050,91207730,16939300,10698450,16177260,48814730,13403340,9598942,10588830,7451638,15643550,11913380,28038040,20396450
"9688_372.1289_3.3271_1847_N/A_NA_NA_Organic compounds_Phenylpropanoids and polyketides_Coumarins and derivatives_Furanocoumarins",12448770,17817300,63375320,4794985,4370181,12354190,9608666,9528400,6323368,153962600,11347140,13337720,150917900,150208700,13799410,6959161,13270360,6191764,10076560,15561400,99371710,18320220,102694100,26909210,13996930,11967050,8723076,58863040,4786639,8644628,7823579,8145792,8811146,11803410,19870540
"9689_454.2436_7.3022_185_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Benzene and substituted derivatives_NA",6557424,18957910,19445440,20982640,7388855,6226924,12623240,11301450,9313679,5937484,8185832,18823880,9361948,4037400,32752610,55654460,10353050,6609372,11100210,14677730,5199223,7121665,38039470,11215120,16216460,12622700,9305664,11073380,6747062,17091470,3727317,16572390,9309307,16416150,14820970
"9690_390.1397_3.3126_1472_N/A_NA_NA_Organic compounds_Phenylpropanoids and polyketides_Coumarins and derivatives_NA",25669470,14729080,4475624,9344489,6307869,10942010,12712090,20541980,131317900,52746730,40092150,11562620,142431500,31077310,6305131,14571150,122561800,136992700,10116550,131744500,7062211,7892141,56993690,6846818,7960547,112709600,60524800,110898500,49728020,6238773,9201601,124615300,16237720,15441160,22022710
"9691_484.2544_5.7737_-1_N/A_NA_NA_no matches_no matches_no matches_no matches",4159293,4786553,6494125,3417540,41861870,12569320,15924750,5433814,9235197,48005240,25541270,8822143,23172810,8705719,5866970,24399710,49954470,6586412,8109821,49799100,8258444,10543950,40015840,3336496,64459450,5474443,5430646,22064400,3784868,45482230,8553971,10763760,7369140,10416430,4049730
"9692_460.1453_3.5262_692_N/A_NA_NA_Organic compounds_Benzenoids_Benzene and substituted derivatives_Benzenesulfonyl compounds",8207593,14350170,7598666,3189508,41285920,5063765,7989305,13626510,5302711,9150501,3751397,5163093,7148231,12252820,5465634,19692010,36510520,43364060,8040741,4643197,7527335,30171240,113259300,10644360,19787040,7113457,6410473,33105380,12104530,3605603,8297207,44359830,12697130,8290194,6200419
"9693_456.2231_7.15_260_N/A_NA_NA_Organic compounds_Benzenoids_Benzene and substituted derivatives_Amino acids, peptides, and analogues",3845514,10687720,13246880,4915262,3515345,5159252,4748205,15702250,8320773,6101626,9483730,12624900,8298126,23303360,7212097,7111033,13484090,20301220,10728750,6283821,8753243,2538613,3064864,22313210,10153370,10520270,10793210,11631050,11428660,4048067,10795650,10474220,12203110,10055300,7471914
"9694_440.228_7.5668_-1_N/A_3Alpha-Hydroxy-3-Deoxyangolensic Acid Methyl Ester_NA_no matches_no matches_no matches_no matches",21554360,27160680,23063170,6762422,9133771,31802410,23401990,9614831,39147000,26561630,17325290,66293930,24177810,5126095,16414070,7647217,9112986,38541570,24805780,9315283,9982603,15727470,24965550,7414633,3419247,13781430,68076820,38778230,17302490,30667160,19537760,8267884,7036215,7697444,4292450
"9696_313.1283_3.6198_415_N/A_NA_NA_Organic compounds_Phenylpropanoids and polyketides_Coumarins and derivatives_NA",8008313,37947430,27167990,12910340,42728640,9642816,48571080,9836850,12602040,8053009,5787468,32380540,15489770,13821330,3171518,9919559,48633790,19233700,18132850,7812813,5638745,6182513,39284080,6074544,27879630,7413123,10373460,6991852,2873695,3169121,4567130,13032310,15292200,8936301,7374492
"9697_438.212_7.2566_1792_N/A_NA_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues",12120720,17396270,9211635,4742811,3303987,16143040,4676298,9433592,15730480,10050750,6429055,16206500,20572630,7264181,4998082,6031850,3976766,7123149,6308379,3483714,6548167,10608640,20237780,6913089,6915267,6645174,5767348,3853651,8076850,9299866,7912880,3482685,3946078,9164582,7756702
"9698_377.1961_7.8288_2075_N/A_[(4R,5S,6R,6aS,7R,10aR,11bR)-5-acetyloxy-6-hydroxy-10a-methoxy-4,7,11b-trimethyl-9-oxo-1,2,3,4a,5,6,6a,7,11,11a-decahydronaphtho[2,1-f][1]benzofuran-4-yl]methyl acetate_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Terpene lactones",14190700,15490870,42205520,13141580,15499790,9396492,37428360,12011090,12350610,5234995,12851550,11920940,9275156,5507234,9248563,7121975,41017030,4288239,13837680,6395579,6958209,9653920,33766860,9882585,6283390,5235709,13052930,7260005,8625003,6458448,11945310,5811185,8868186,11704020,5940330
"9700_412.2331_5.5458_27_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Benzene and substituted derivatives_NA",3814116,7136600,2618648,3425827,8030385,19982230,5098152,8882561,11382490,8361244,2286492,7042400,8735354,7293277,10099200,11838400,8058940,7382247,5126130,4331433,5599361,6949145,20222540,7605371,5773543,7225874,4106156,6842770,6009618,8009051,5670599,3755867,6350953,10270700,6475367
"9701_514.4829_12.9183_-1_N/A_NA_NA_no matches_no matches_no matches_no matches",38684.92,91670.32,81690.45,110403.2,34957.82,3507.521,97941.68,5217.319,25012390,18262.92,0,0,0,0,0,4748.924,275162.1,0,5279.639,346363.5,2582180,1454036,11952540,10380.65,105575.4,0,179387.8,153429.8,19585.63,250852.8,39188.48,63602.62,0,0,0
"9702_279.1227_4.1571_2565_N/A_Spectral Match to Phe-Leu from NIST14_NA_Organic compounds_Organoheterocyclic compounds_Benzene and substituted derivatives_NA",2801734,5179775,3947117,4673969,4842714,6360314,8285385,31799210,15634670,3395178,11771160,5439968,9991640,9078736,4856640,6381784,12418260,7718651,10509550,14035380,3191414,9414283,64761350,12077080,11957270,9444957,15155520,5992131,2736480,8772271,6404389,64656740,7435708,11871010,6709778
"9703_468.2592_7.3886_636_N/A_NA_NA_Organic compounds_Benzenoids_Benzene and substituted derivatives_Phenylmethylamines",14856940,17843490,5547767,14590840,5912305,51552410,16581920,5198211,4913047,10744560,11436390,7461207,16087050,13397070,10033250,46717210,23310060,13273610,4108373,4285392,9010510,12402210,18722220,4154554,15217390,6308605,6361801,6154655,5811999,24780350,7696688,4421637,13798020,6688034,9270409
"9705_774.5569_11.0435_107_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_NA",3881512,3413699,3652660,3593673,3807444,2303247,5252472,2435261,2142384,3063138,7551349,3976951,3517873,3271849,3618377,3771857,3284232,2446996,2854172,4295300,4627157,3511420,3994706,4232320,5105052,4037496,5247753,4409414,3410781,3219814,3707975,4966153,3610355,6106651,3543356
"9706_456.2232_7.3719_260_N/A_NA_NA_Organic compounds_Benzenoids_Benzene and substituted derivatives_Amino acids, peptides, and analogues",14742810,5884981,3775953,5394551,7132221,5159252,12664360,4929485,4885746,2666313,2465075,4314720,8298126,8909569,21268770,5381692,6949454,5006131,8522530,4337981,8587208,8505428,2668580,8708291,11194330,8112963,7827081,5685719,4180876,7448319,12369400,4173966,7457174,13623580,9814163
