ID1,ID2,EdgeType,Score,Annotation
6569,6589,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9999
6575,6876,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9827
6576,6662,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9998
6596,8240,MS1 annotation,2.000,[M-H2O+H]+ [M+NH4]+ dm/z=35.0370
6596,8305,MS1 annotation,2.000,[M+K]+ [M+ACN+Na]+ dm/z=25.0526
6618,6723,MS1 annotation,5.000,[M+H]+ [M-H2O+NH4]+ dm/z=0.9840
6619,8438,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=24.0000
6621,10799,MS1 annotation,4.000,[M+K]+ [M+K]+ dm/z=0.0001
6631,7242,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=23.9999
6646,9788,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=23.9995
6649,6698,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=24.0001
6651,9048,MS1 annotation,3.000,[M-H2O+H]+ [M+NH4]+ dm/z=35.0369
6651,6722,MS1 annotation,2.000,[M+H]+ [M+HFA+NH4]+ dm/z=63.0319
6659,7518,MS1 annotation,4.000,[M+K]+ [M+K]+ dm/z=0.0000
6659,8496,MS1 annotation,4.000,[M-2H2O+Na]+ [M+K]+ dm/z=51.9945
6660,9664,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=23.9994
6663,7529,MS1 annotation,3.000,[M-2H2O+NH4]+ [M+H]+ dm/z=18.9947
6663,8528,MS1 annotation,3.000,[M-H2O+NH4]+ [M+H]+ dm/z=0.9840
6663,6996,MS1 annotation,2.000,[M+H]+ [M+HFA+NH4]+ dm/z=63.0321
6663,9824,MS1 annotation,2.000,[M+H]+ [M-H2O+NH4]+ dm/z=0.9840
6664,6955,MS1 annotation,2.000,[M+H]+ [M+HFA+NH4]+ dm/z=63.0320
6685,8302,MS1 annotation,5.000,[M-2H2O+H]+ [M+H]+ dm/z=36.0214
6685,8503,MS1 annotation,5.000,[M-H2O+H]+ [M+H]+ dm/z=18.0107
6685,9347,MS1 annotation,5.000,[M+NH4]+ [M+H]+ dm/z=17.0262
6688,6981,MS1 annotation,3.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9931
6691,6734,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9561
6692,6785,MS1 annotation,4.000,[M+HFA+H]+ [M+ACN+H]+ dm/z=4.9790
6692,8403,MS1 annotation,2.000,[M+H]+ [M+NH4]+ dm/z=17.0263
6699,7534,MS1 annotation,2.000,[M+H]+ [M-2H2O+NH4]+ dm/z=18.9947
6700,6799,MS1 annotation,5.000,[M-H2O+H]+ [M+H]+ dm/z=18.0108
6710,6880,MS1 annotation,2.000,[M+HFA+H]+ [M+NH4]+ dm/z=28.9791
6727,8521,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9993
6728,11950,MS1 annotation,3.000,[M+NH4]+ [M+ACN+H]+ dm/z=23.9998
6729,8528,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=24.0000
6742,7699,MS1 annotation,2.000,[M+NH4]+ [M+H]+ dm/z=17.0260
6753,6993,MS1 annotation,5.000,[M+H]+ [M+NH4]+ dm/z=17.0265
6753,6870,MS1 annotation,5.000,[M+HFA+H]+ [M+NH4]+ dm/z=28.9788
6753,6785,MS1 annotation,4.000,[M+H]+ [M-H2O+NH4]+ dm/z=0.9840
6756,8503,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=24.0000
6760,7599,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=24.0000
6763,6839,MS1 annotation,2.000,[M-2H2O+NH4]+ [M+H]+ dm/z=18.9945
6780,10023,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9557
6789,9690,MS1 annotation,3.000,[M-2H2O+Na]+ [M+K]+ dm/z=51.9943
6789,9412,MS1 annotation,3.000,[M+K]+ [M+K]+ dm/z=0.0000
6792,9342,MS1 annotation,3.000,[M+HFA+NH4]+ [M+H]+ dm/z=63.0321
6792,9702,MS1 annotation,3.000,[M+H]+ [M+H]+ dm/z=0.0000
6793,6795,MS1 annotation,4.000,[M+NH4]+ [M+NH4]+ dm/z=0.0001
6799,8560,MS1 annotation,4.000,[M+HFA+H]+ [M+H]+ dm/z=46.0058
6801,9719,MS1 annotation,5.000,[M+ACN+H]+ [M+NH4]+ dm/z=24.0001
6801,8788,MS1 annotation,5.000,[M+ACN+H]+ [M+NH4]+ dm/z=24.0000
6818,9241,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=24.0001
6823,7074,MS1 annotation,3.000,[M-H2O+H]+ [M+H]+ dm/z=18.0104
6823,8600,MS1 annotation,3.000,[M+NH4]+ [M+H]+ dm/z=17.0268
6829,7367,MS1 annotation,2.000,[M-2H2O+NH4]+ [M+H]+ dm/z=18.9948
6839,6870,MS1 annotation,2.000,[M+H]+ [M-H2O+NH4]+ dm/z=0.9838
6844,8542,MS1 annotation,4.000,[M+H]+ [M-H2O+NH4]+ dm/z=0.9840
6870,6993,MS1 annotation,5.000,[M+H]+ [M+HFA+H]+ dm/z=46.0053
6880,7992,MS1 annotation,2.000,[M+NH4]+ [M+H]+ dm/z=17.0263
6881,9347,MS1 annotation,2.000,[M-H2O+NH4]+ [M+H]+ dm/z=0.9846
6886,6956,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=24.0000
6889,7587,MS1 annotation,2.000,[M+K]+ [M-2H2O+Na]+ dm/z=51.9949
6911,7606,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9997
6919,9127,MS1 annotation,3.000,[M+NH4]+ [M+ACN+H]+ dm/z=24.0000
6919,6992,MS1 annotation,3.000,[M+ACN+H]+ [M+ACN+H]+ dm/z=0.0000
6924,10957,MS1 annotation,3.000,[M+NH4]+ [M+NH4]+ dm/z=0.0000
6924,7226,MS1 annotation,3.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9999
6925,7035,MS1 annotation,4.000,[M+H]+ [M+H]+ dm/z=0.0000
6925,9679,MS1 annotation,4.000,[M+HFA+NH4]+ [M+H]+ dm/z=63.0320
6925,11245,MS1 annotation,4.000,[M+NH4]+ [M+H]+ dm/z=17.0265
6943,7987,MS1 annotation,2.000,[M-2H2O+Na]+ [M+K]+ dm/z=51.9952
6955,9097,MS1 annotation,2.000,[M+ACN+Na]+ [M+K]+ dm/z=25.0528
6966,10544,MS1 annotation,3.000,[M+NH4]+ [M+ACN+H]+ dm/z=24.0002
6976,7578,MS1 annotation,4.000,[M+ACN+H]+ [M+HFA+H]+ dm/z=4.9795
6985,7674,MS1 annotation,2.000,[M+K]+ [M-2H2O+Na]+ dm/z=51.9951
6989,11474,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9816
6992,9127,MS1 annotation,3.000,[M+NH4]+ [M+ACN+H]+ dm/z=24.0000
6992,8260,MS1 annotation,2.000,[M+NH4]+ [M+H]+ dm/z=17.0264
6995,7631,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=24.0000
7010,7789,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9999
7012,8053,MS1 annotation,5.000,[M+HFA+NH4]+ [M+HFA+NH4]+ dm/z=0.0000
7012,11852,MS1 annotation,5.000,[M+HFA+NH4]+ [M+HFA+NH4]+ dm/z=0.0000
7012,7711,MS1 annotation,5.000,[M+H]+ [M+HFA+NH4]+ dm/z=63.0322
7012,7226,MS1 annotation,5.000,[M+H]+ [M+HFA+NH4]+ dm/z=63.0321
7016,10370,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9819
7035,9679,MS1 annotation,4.000,[M+HFA+NH4]+ [M+H]+ dm/z=63.0319
7035,11245,MS1 annotation,4.000,[M+NH4]+ [M+H]+ dm/z=17.0265
7074,8600,MS1 annotation,3.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0373
7079,8255,MS1 annotation,3.000,[M+ACN+NH4]+ [M+H]+ dm/z=58.0532
7079,8319,MS1 annotation,3.000,[M+H]+ [M+H]+ dm/z=0.0000
7083,11591,MS1 annotation,2.000,[M+NH4]+ [M+H]+ dm/z=17.0269
7093,7639,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=24.0000
7110,7721,MS1 annotation,2.000,[M-2H2O+Na]+ [M+K]+ dm/z=51.9950
7136,7265,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=24.0001
7162,7670,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=24.0001
7186,7729,MS1 annotation,2.000,[M+K]+ [M-2H2O+Na]+ dm/z=51.9948
7224,7738,MS1 annotation,7.000,[M+NH4]+ [M+NH4]+ dm/z=0.0000
7224,11254,MS1 annotation,7.000,[M+NH4]+ [M+NH4]+ dm/z=0.0000
7224,7711,MS1 annotation,7.000,[M-H2O+H]+ [M+NH4]+ dm/z=35.0372
7224,7226,MS1 annotation,7.000,[M-H2O+H]+ [M+NH4]+ dm/z=35.0372
7224,7271,MS1 annotation,7.000,[M-H2O+H]+ [M+NH4]+ dm/z=35.0372
7224,7783,MS1 annotation,7.000,[M+NH4]+ [M+NH4]+ dm/z=0.0000
7226,7738,MS1 annotation,7.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0372
7226,11254,MS1 annotation,7.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0372
7226,7711,MS1 annotation,7.000,[M-H2O+H]+ [M-H2O+H]+ dm/z=0.0000
7226,7271,MS1 annotation,7.000,[M-H2O+H]+ [M-H2O+H]+ dm/z=0.0000
7226,7783,MS1 annotation,7.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0372
7226,8053,MS1 annotation,5.000,[M+HFA+NH4]+ [M+H]+ dm/z=63.0321
7226,11852,MS1 annotation,5.000,[M+HFA+NH4]+ [M+H]+ dm/z=63.0322
7226,7711,MS1 annotation,5.000,[M+H]+ [M+H]+ dm/z=0.0000
7226,10957,MS1 annotation,3.000,[M+NH4]+ [M+ACN+H]+ dm/z=23.9999
7267,9148,MS1 annotation,2.000,[M+K]+ [M-2H2O+Na]+ dm/z=51.9949
7271,7738,MS1 annotation,7.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0372
7271,11254,MS1 annotation,7.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0371
7271,7711,MS1 annotation,7.000,[M-H2O+H]+ [M-H2O+H]+ dm/z=0.0000
7271,7783,MS1 annotation,7.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0371
7304,7412,MS1 annotation,3.000,[M+HFA+NH4]+ [M+H]+ dm/z=63.0320
7315,7707,MS1 annotation,2.000,[M+H]+ [M-2H2O+NH4]+ dm/z=18.9948
7346,7373,MS1 annotation,3.000,[M-H2O+H]+ [M+NH4]+ dm/z=35.0370
7346,7457,MS1 annotation,3.000,[M+NH4]+ [M+NH4]+ dm/z=0.0000
7373,7457,MS1 annotation,3.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0370
7403,7710,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=24.0001
7403,9202,MS1 annotation,2.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0370
7487,8484,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9816
7495,7515,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9551
7503,9669,MS1 annotation,3.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9993
7518,8496,MS1 annotation,4.000,[M-2H2O+Na]+ [M+K]+ dm/z=51.9945
7529,8528,MS1 annotation,3.000,[M-H2O+NH4]+ [M-2H2O+NH4]+ dm/z=18.0107
7530,8844,MS1 annotation,3.000,[M-2H2O+H]+ [M+NH4]+ dm/z=53.0477
7530,9333,MS1 annotation,3.000,[M+ACN+H]+ [M+NH4]+ dm/z=24.0000
7531,9007,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=23.9995
7533,9446,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9996
7534,8844,MS1 annotation,2.000,[M-H2O+H]+ [M+NH4]+ dm/z=35.0372
7538,10496,MS1 annotation,2.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9944
7547,7944,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=23.9993
7549,9532,MS1 annotation,2.000,[M+NH4]+ [M-2H2O+H]+ dm/z=53.0475
7555,10125,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=24.0000
7591,9793,MS1 annotation,2.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9944
7599,8027,MS1 annotation,3.000,[M+H]+ [M-H2O+NH4]+ dm/z=0.9841
7599,7972,MS1 annotation,3.000,[M-2H2O+NH4]+ [M-H2O+NH4]+ dm/z=18.0106
7619,8281,MS1 annotation,3.000,[M+K]+ [M+K]+ dm/z=0.0000
7619,8281,MS1 annotation,3.000,[M+ACN+H]+ [M+ACN+H]+ dm/z=0.0000
7642,7973,MS1 annotation,2.000,[M+K]+ [M-2H2O+Na]+ dm/z=51.9948
7652,7738,MS1 annotation,4.000,[M+HFA+NH4]+ [M+H]+ dm/z=63.0322
7652,11254,MS1 annotation,4.000,[M+HFA+NH4]+ [M+H]+ dm/z=63.0321
7652,7783,MS1 annotation,4.000,[M+HFA+NH4]+ [M+H]+ dm/z=63.0321
7674,7741,MS1 annotation,2.000,[M+NH4]+ [M+H]+ dm/z=17.0263
7711,7738,MS1 annotation,7.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0372
7711,11254,MS1 annotation,7.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0372
7711,7783,MS1 annotation,7.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0372
7711,8053,MS1 annotation,5.000,[M+HFA+NH4]+ [M+H]+ dm/z=63.0322
7711,11852,MS1 annotation,5.000,[M+HFA+NH4]+ [M+H]+ dm/z=63.0322
7738,11254,MS1 annotation,7.000,[M+NH4]+ [M+NH4]+ dm/z=0.0000
7738,7783,MS1 annotation,7.000,[M+NH4]+ [M+NH4]+ dm/z=0.0000
7738,11254,MS1 annotation,4.000,[M+HFA+NH4]+ [M+HFA+NH4]+ dm/z=0.0000
7738,7783,MS1 annotation,4.000,[M+HFA+NH4]+ [M+HFA+NH4]+ dm/z=0.0000
7750,8401,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=24.0000
7765,10283,MS1 annotation,6.000,[M+ACN+H]+ [M+ACN+H]+ dm/z=0.0000
7765,10535,MS1 annotation,6.000,[M+NH4]+ [M+ACN+H]+ dm/z=24.0000
7783,11254,MS1 annotation,7.000,[M+NH4]+ [M+NH4]+ dm/z=0.0000
7783,11254,MS1 annotation,4.000,[M+HFA+NH4]+ [M+HFA+NH4]+ dm/z=0.0000
7794,10953,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=24.0001
7797,11596,MS1 annotation,3.000,[M+K]+ [M-H2O+Na]+ dm/z=33.9841
7798,8665,MS1 annotation,5.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9999
7798,8421,MS1 annotation,5.000,[M+NH4]+ [M+NH4]+ dm/z=0.0000
7859,9008,MS1 annotation,3.000,[M+K]+ [M-H2O+Na]+ dm/z=33.9843
7896,10435,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=24.0000
7903,8899,MS1 annotation,3.000,[M-H2O+H]+ [M+H]+ dm/z=18.0106
7921,9306,MS1 annotation,3.000,[M+ACN+H]+ [M+ACN+H]+ dm/z=0.0000
7932,8492,MS1 annotation,3.000,[M+H]+ [M+NH4]+ dm/z=17.0263
7952,9723,MS1 annotation,3.000,[M-2H2O+H]+ [M+H]+ dm/z=36.0216
7952,8712,MS1 annotation,3.000,[M+NH4]+ [M+H]+ dm/z=17.0262
7966,10259,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=24.0000
7972,8027,MS1 annotation,3.000,[M+H]+ [M-2H2O+NH4]+ dm/z=18.9947
7979,9129,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=24.0003
7991,10089,MS1 annotation,5.000,[M-H2O+H]+ [M+NH4]+ dm/z=35.0371
8053,11852,MS1 annotation,5.000,[M+HFA+NH4]+ [M+HFA+NH4]+ dm/z=0.0000
8092,8783,MS1 annotation,3.000,[M-2H2O+Na]+ [M+K]+ dm/z=51.9946
8224,10454,MS1 annotation,4.000,[M+HFA+NH4]+ [M+NH4]+ dm/z=46.0057
8227,11086,MS1 annotation,3.000,[M+NH4]+ [M+ACN+H]+ dm/z=23.9994
8242,10729,MS1 annotation,4.000,[M+ACN+H]+ [M-H2O+H]+ dm/z=59.0361
8242,10463,MS1 annotation,4.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0368
8242,9337,MS1 annotation,4.000,[M+H]+ [M-H2O+H]+ dm/z=18.0107
8244,11346,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=23.9994
8245,8305,MS1 annotation,2.000,[M-H2O+H]+ [M+NH4]+ dm/z=35.0362
8255,8319,MS1 annotation,3.000,[M+H]+ [M+ACN+NH4]+ dm/z=58.0532
8255,8260,MS1 annotation,2.000,[M+H]+ [M-H2O+NH4]+ dm/z=0.9840
8263,8271,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=23.9998
8302,8503,MS1 annotation,5.000,[M-H2O+H]+ [M-2H2O+H]+ dm/z=18.0108
8302,9347,MS1 annotation,5.000,[M+NH4]+ [M-2H2O+H]+ dm/z=53.0477
8392,8423,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9998
8413,11582,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=24.0000
8421,8665,MS1 annotation,5.000,[M+ACN+H]+ [M+NH4]+ dm/z=24.0000
8421,9538,MS1 annotation,2.000,[M+K]+ [M-H2O+Na]+ dm/z=33.9842
8447,9205,MS1 annotation,2.000,[M+NH4]+ [M+H]+ dm/z=17.0268
8469,8472,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=24.0001
8480,10242,MS1 annotation,2.000,[M+NH4]+ [M+H]+ dm/z=17.0265
8493,9690,MS1 annotation,3.000,[M+NH4]+ [M+ACN+H]+ dm/z=23.9995
8503,9347,MS1 annotation,5.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0369
8603,11223,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=24.0001
8683,10061,MS1 annotation,3.000,[M+NH4]+ [M-2H2O+H]+ dm/z=53.0478
8707,8794,MS1 annotation,2.000,[M+H]+ [M+HFA+NH4]+ dm/z=63.0325
8712,9723,MS1 annotation,3.000,[M-2H2O+H]+ [M+NH4]+ dm/z=53.0478
8719,11141,MS1 annotation,2.000,[M+NH4]+ [M+H]+ dm/z=17.0265
8723,8871,MS1 annotation,2.000,[M-H2O+H]+ [M+NH4]+ dm/z=35.0373
8739,10121,MS1 annotation,4.000,[M-H2O+H]+ [M+H]+ dm/z=18.0106
8743,9446,MS1 annotation,2.000,[M+K]+ [M-2H2O+Na]+ dm/z=51.9943
8782,10362,MS1 annotation,2.000,[M+NH4]+ [M-2H2O+H]+ dm/z=53.0475
8788,9719,MS1 annotation,5.000,[M+ACN+H]+ [M+ACN+H]+ dm/z=0.0001
8818,9106,MS1 annotation,2.000,[M-H2O+NH4]+ [M+H]+ dm/z=0.9841
8823,10119,MS1 annotation,3.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9929
8844,9333,MS1 annotation,3.000,[M+ACN+H]+ [M-2H2O+H]+ dm/z=77.0477
8981,9035,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9556
8984,8985,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9819
8994,9821,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=24.0003
9064,9096,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=24.0000
9082,9091,MS1 annotation,5.000,[M+K]+ [M-H2O+H]+ dm/z=55.9671
9082,11765,MS1 annotation,5.000,[M-2H2O+H]+ [M-H2O+H]+ dm/z=18.0106
9091,11765,MS1 annotation,5.000,[M-2H2O+H]+ [M+K]+ dm/z=73.9777
9109,11758,MS1 annotation,2.000,[M+NH4]+ [M-2H2O+H]+ dm/z=53.0474
9131,10810,MS1 annotation,2.000,[M+H]+ [M+NH4]+ dm/z=17.0260
9133,9734,MS1 annotation,2.000,[M-H2O+Na]+ [M+K]+ dm/z=33.9841
9194,9551,MS1 annotation,4.000,[M+H]+ [M+Na]+ dm/z=21.9832
9214,10808,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=24.0000
9302,9906,MS1 annotation,2.000,[M+H]+ [M+HFA+NH4]+ dm/z=63.0322
9321,9821,MS1 annotation,2.000,[M-H2O+Na]+ [M+K]+ dm/z=33.9842
9322,10069,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9992
9337,10729,MS1 annotation,4.000,[M+ACN+H]+ [M+H]+ dm/z=41.0255
9337,10463,MS1 annotation,4.000,[M+NH4]+ [M+H]+ dm/z=17.0261
9342,9702,MS1 annotation,3.000,[M+H]+ [M+HFA+NH4]+ dm/z=63.0321
9384,9406,MS1 annotation,5.000,[M+HFA+H]+ [M+NH4]+ dm/z=28.9796
9412,9690,MS1 annotation,3.000,[M-2H2O+Na]+ [M+K]+ dm/z=51.9943
9667,9903,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9993
9679,11245,MS1 annotation,4.000,[M+NH4]+ [M+HFA+NH4]+ dm/z=46.0055
9723,9825,MS1 annotation,3.000,[M+ACN+H]+ [M+ACN+H]+ dm/z=0.0001
9725,11350,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=23.9992
9814,10573,MS1 annotation,3.000,[M-H2O+Na]+ [M-H2O+Na]+ dm/z=0.0000
9844,11613,MS1 annotation,2.000,[M-2H2O+Na]+ [M+K]+ dm/z=51.9951
9872,10759,MS1 annotation,2.000,[M+H]+ [M+NH4]+ dm/z=17.0265
9898,10911,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=23.9995
9929,10536,MS1 annotation,4.000,[M+Na]+ [M-H2O+Na]+ dm/z=18.0102
9955,11343,MS1 annotation,2.000,[M+Na]+ [M+HFA+K]+ dm/z=61.9794
9998,10308,MS1 annotation,2.000,[M+NH4]+ [M+H]+ dm/z=17.0265
10006,10014,MS1 annotation,2.000,[M+H]+ [M+NH4]+ dm/z=17.0261
10025,11136,MS1 annotation,2.000,[M+H]+ [M+NH4]+ dm/z=17.0260
10036,10633,MS1 annotation,2.000,[M+NH4]+ [M+H]+ dm/z=17.0266
10259,10876,MS1 annotation,3.000,[M-2H2O+NH4]+ [M-H2O+NH4]+ dm/z=18.0106
10283,10535,MS1 annotation,6.000,[M+NH4]+ [M+ACN+H]+ dm/z=24.0000
10463,10729,MS1 annotation,4.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9994
10510,11137,MS1 annotation,2.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0365
10607,11672,MS1 annotation,2.000,[M-2H2O+Na]+ [M+K]+ dm/z=51.9946
10717,10967,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9552
10851,11092,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9993
11214,11266,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9995
11237,11418,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9994
11600,11610,MS1 annotation,2.000,[M+H]+ [M+NH4]+ dm/z=17.0272
11600,11619,MS1 annotation,2.000,[M+NH4]+ [M+H]+ dm/z=17.0258
